id,type,source,date upload,seq technology,r number,read length,error rate,mutation rate,group,complex id,species,subspecies,strain id,lineage,assembly name, assembly_version,assembly_level,genome_representation,contig_count ,scaffold_count,sequence_length,uploaded_by,data_owner,notes
4866d7a5-9e40-4f9b-936a-90f5127dcb76,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
486b23fc-85f9-4abc-80fb-b58a9e8d83bc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
486ed89c-69c0-45db-90b3-e6f1d566092d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
487bebd4-1b69-4cd4-8703-3ca1c7a9ae5d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
489e21d0-4005-442d-9393-9b99dd3e0d8c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
48a6b67b-cadd-4441-8af9-e648aa6e7873,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
48c569db-3138-43a5-a4bf-e7460b532ee9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
48ddf012-d6f2-44ab-9866-cd23669196a4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
48ef5ddb-29a7-4165-8a7a-42e5f4c1d0de,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
48ff1118-e859-4a6b-97de-0f3ea70ff612,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4913904e-30ea-489e-a8fe-f89d2844a581,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
492d619f-bf8a-4e4e-b4a1-096a0aaa4354,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
493ccdb5-59af-4040-83ca-975a54e005d0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49728bd4-d416-4463-a729-5b968ebf020d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4979026c-2360-4bea-84f2-3fc5372e76b5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49892eaf-b238-46c2-87ee-839c7665355b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
498af987-70c4-4d0b-ba25-010680399790,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
498e4057-728d-4d1e-8aec-a049d5dafef4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49916118-1a54-4409-b2b8-eb66fff2c7f7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49965226-a717-4a0d-972e-538a0e5ab5ee,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4996fc2e-8374-41f3-92d9-0454fabca257,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
499e76a4-d5e8-4af0-9f7c-e3b5fdbbb224,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49af6460-5510-48c3-99a8-95b25dd2fbf7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49b752e7-9057-4b83-bb40-6c7d28ebe3fc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49d5524f-ecc8-4561-9088-b5b22d9ad03c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49fa4b32-2a0c-448a-94b6-f27f2f1055d7,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
49fb1bb5-383d-4187-b77f-c80e691ff389,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a014562-5c20-474f-a1a6-16df26f80121,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a195dcd-517a-40b9-85dd-0b2993bb27dd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a2a4170-64e0-42ce-9efe-56b8b14dc290,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a2bf137-0327-4f93-9970-aa1f1b181816,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a2c3984-ca05-46ad-89e4-e809797fdf2c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a304c2e-73e6-4690-ba4d-4ec1fad307df,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a3099e6-3cdb-40c5-acfb-0285a6725d86,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a41beba-67f9-4807-937d-720b43eb2af6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a600d7a-898a-4fb2-8aec-799746e97743,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a60346f-5e4b-4b68-ae2d-c95fd6dbada8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a6f3e02-b095-4ff8-a2b8-36294430e4e9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a75d139-c305-4898-b7b7-13ab90188390,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a91f736-ce60-437e-97f8-9d5c99985661,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4a985a43-7e5e-46ba-9430-e0f840eecac9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4aadf66f-a6f9-4055-becd-b45415154c2e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ab32ccc-530b-4877-9be7-482254465f45,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ab92cdc-cb88-4254-bbd6-f6445b602499,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4acad4ce-6baf-4fdc-a74b-a63dc5ca803d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4af988e6-8367-4a84-a594-c608adaa5917,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b07a60d-2ff3-4b6b-9ef2-53515ab39b6d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b0892f7-585f-4b14-97d7-fbd1d450bee3,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b0af5a4-fd9f-43ac-bd1d-b6588293bb63,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b10f4a6-9013-4f10-b08b-dab88c5e155f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b19eb17-88c7-4697-b3f1-a3ccbb19645f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b235441-57a2-45bb-9e3a-c679ffde3890,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b2670f0-bebe-4562-852f-86dbf70fc0a1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b4081db-59f0-499a-93cc-c6faa69fe007,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b6a83c1-a0da-41e2-98b3-abdb322519b3,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b7a2326-b9ee-41a6-aa71-a7e2040e1e87,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b7e4e5e-e78c-48b5-bf80-57ae080fad25,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b859c63-ef7d-49ed-9e68-f0ea2373e173,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b8ab690-ef7a-4dd8-b48c-7954792579a0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b91764a-be86-4354-8e66-71f781478a6f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4b9d29ee-5a08-459d-ae28-050c3ce709af,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ba9f34a-7a29-4c57-bfd3-fa3797f737cb,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4babe530-307f-4752-9b94-aa758502bbf4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4badf9b5-0642-4f8e-b255-b34e19d16a35,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4bb7941b-c7bc-4f16-b0fc-99ede2421dc8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4bbc1bca-2ed8-4670-95c3-1e2c523827bd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4bdb579d-4260-4a94-ab18-95870e18123b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4be6bf33-4ca3-47b3-be00-102c8ccd866f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c0efb0f-87fb-4c6f-89ae-e9c4439622ed,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c1a8860-754c-443b-83bf-f33f48be89e4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c2ac89f-38e5-49d5-a14f-578e2fa6bcff,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c2e4f43-2288-4ca8-9cc0-e8c8784ddefb,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c398a92-0ab8-4cd4-a6f7-35fcdfc672dd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c563c22-b7ef-429e-a26a-0334ccb8a5e1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c5d7afb-74f3-40cf-b428-e08d1ebfcaf9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c6a6638-566e-48a0-a6a6-3f9ac653a0a1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c7b59fe-c169-4247-a498-8d54c94db8f6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c90ef30-36aa-4453-8699-5298fef48fa1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c9a497d-c0eb-4760-8fcc-06a458292448,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4c9c2f17-43b8-4b55-9562-d52eee9eb241,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4cb0b2f0-e424-40e7-9a91-a259358506ec,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4cbbc73c-32ae-453d-ad9e-a9a90a36f28a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4cdadfe0-82ca-4baa-8786-2003506f9c1e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ce672a1-70bd-4d67-a705-b08136e0600a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d04ab53-b241-420a-bf7d-260a2b6de4f1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d0c4453-2acc-4046-98a5-914d588b23b2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d229f15-f14f-43e1-930a-77304dc77570,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d2841e2-2139-4203-8b32-3f89c2ee1f70,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d297fe6-afbb-439a-b900-047452cc3154,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d3bed86-77f5-4717-b29d-9d426d95b971,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d3e1e82-c67a-475b-8376-8adb5b92045a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d408c0b-0a0b-409a-8283-4b4f83cf6974,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d509d13-027a-4630-90b8-640ecbc36a2a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d58ff99-91e6-491f-a3e9-1052f01b1b9c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d61d2a0-4b74-40ea-acc2-57754fa8adec,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d6f0790-1459-4bbc-bc34-a822025f9cc2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d770859-fa67-41a9-b5bd-15d87fe11d9e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d7b3909-3a19-4cae-9aee-b31b6652202f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d87140e-76e6-4a30-b902-17d3d6b5815f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4d9502ce-4269-4630-8406-374e2f5436a8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4dc64bd2-9611-43d5-a53d-94e5ba38666c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4de133a1-557c-405a-90a3-135729d6d27a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4de765ec-f796-44c6-a461-17597d7ab987,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4df715ce-1a92-44d3-90e1-be549d41b4dc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4df89385-ca23-40e5-92a7-9d6a10a3fea8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4dfb5608-9f7d-4296-ab72-a7643666328c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e11c416-0c12-4810-af22-3ef7b4aecc93,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e12932f-b550-49cd-aec1-c1a9c007d66d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e14e358-3250-4ecb-8aea-04a21f603bd1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e1b6d0c-694c-440d-9c66-fce291effcbe,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e205945-12ff-44bd-b6eb-b04c14f1b686,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e2b00b2-af2f-40d9-aa61-e48b243d43ff,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e2ecde8-10d7-47fa-bdf3-9f269fe43023,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e3408ba-cc04-4c01-8994-d886d8870977,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e4295d4-1195-49d1-bdbd-6bda3acd755e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e5a9cc1-4b03-4c0e-b920-43f6b8be8cb4,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e6fa595-83c8-426f-98df-d2cc60c03ec1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e7b9103-0470-41bc-9e0f-3a122bb218bc,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e8550f1-1dea-4ca4-92fb-86cd9c38765b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e897c2b-8f49-4a3d-9afe-861f05db5188,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e8e95d9-c51f-4997-81c8-48ffc331e331,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4e98aece-5f3e-4439-89a3-b864f456e347,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ea15472-dfd4-4861-89a1-7095c625e24e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ea8955b-ec0f-4612-afec-843e47985dda,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ebc33be-92a1-437f-8bf2-f9977523159e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ec63602-545e-4cbb-aae1-3a5a24e17432,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ecf65a1-6fbf-4515-bc47-21aec426ce34,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4eead248-f843-4576-b983-e56a07da7a2b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ef44d94-deaf-4fc8-8f6c-ff3aaac8ecd6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ef695ac-c395-4d87-b9d8-a2078678c8c6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4efc61d7-ed32-4097-8f2b-7ea3f116b750,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f05678b-b3bc-4b3e-a86a-383069011dc0,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f2297ae-f63e-437a-9408-68c393861100,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f27fe7c-77a6-474d-b187-b39632be0b82,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f312dcb-3fc2-417d-8686-e21e89d7ca9d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f34b52a-66a1-4508-9478-8542c135dba6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f3e5fb4-727a-4c74-bba1-cd50a1a4efcd,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f530b90-3ace-4700-b7c8-e7aadb71c4a1,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f5cafdb-1977-4cac-a42a-652d434ef476,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f69f3d0-aab6-4d24-a898-7e97cd09a5be,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f6ef31f-2776-429a-9e49-722b461ac8ae,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f8655c8-14b7-4dc6-aef6-2412f46a5fb5,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f8b5e02-f1a6-4ca4-b745-1255492887f2,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f8d95ea-0e6c-449e-951a-929a5a84ff0a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4f990fed-008d-469a-9e5a-72543a85006c,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fa09aff-c1f6-4d74-9deb-556484a00952,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fab6a2c-ed87-4a17-87bd-448dcacce62b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fab9f7c-521e-4a27-b515-a0566342f9a8,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fc57240-735d-4298-9d92-f60c2eda4c40,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fca10fa-902e-43be-85d0-cfeed0d13b0f,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fd98cb1-2657-4253-a573-2aa526fd7b22,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4fe573cb-3c22-4f74-827d-87944e7bfb8b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
4ffb2642-ce3a-4a8c-bdf0-3041f706c6b6,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5004a0d5-7526-4742-b6f8-7af94f643d32,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5004ccd7-47cf-41e2-85e9-0f2bb772e524,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5005f09b-b708-4ff4-ac5e-bac31461f145,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5015bf22-a9a3-4884-98e7-6484c20b486a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5015eb37-cc52-4d47-9a1f-7c812f621cec,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5023b19b-8394-442a-a384-d4609dc6763a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5028d4e9-6973-4fef-a6bb-e33ce8a9624b,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
502c5877-c76e-46ec-bef8-180c4ae44bd9,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
504379cc-0e46-42c5-b8d3-bc0b41a91e66,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
504568e2-bcd4-40dd-b382-8a642c1b3d82,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5066b3bc-17fb-4942-9d02-90bcbe25582d,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
506eafb5-299e-47b5-9339-3dd267094098,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5075b971-8c1b-4276-9ba3-90bb60f01b27,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
50819e07-2beb-4800-97ab-5000e88ddb5e,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
5084c74f-562b-4523-b2ce-3f847d65569a,Clinical,COMPASS,16/06/2023 08:00,Illumina,,,,,,,,,,,,,,,,,Swann Jeremy,,,
